"","scientificName","countryCode","year"
"5137","Capsicum annuum L.","MX",1997
"5138","Capsicum annuum L.","MX",1991
"5139","Capsicum annuum L.","MX",1997
"5140","Capsicum annuum L.","MX",2012
"5141","Capsicum annuum L.","MX",2002
"5142","Capsicum frutescens L.","MX",2004
"5143","Capsicum annuum L.","MX",2005
"5144","Capsicum annuum L.","MX",2005
"5145","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",2001
"5146","Capsicum annuum L.","MX",1986
"5147","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2001
"5148","Capsicum annuum L.","MX",2004
"5149","Capsicum annuum L.","NI",1980
"5150","Capsicum rhomboideum (Dunal) Kuntze","MX",1992
"5151","Capsicum annuum L.","MX",2003
"5152","Capsicum frutescens L.","MX",2007
"5153","Capsicum annuum L.","MX",2002
"5154","Capsicum annuum L.","MX",2004
"5155","Capsicum annuum L.","MX",2002
"5156","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1971
"5157","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1996
"5158","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1991
"5159","Capsicum rhomboideum (Dunal) Kuntze","MX",2006
"5160","Capsicum L.","MX",1992
"5161","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","CR",2004
"5162","Capsicum annuum L.","MX",2005
"5163","Capsicum annuum var. annuum","MX",2004
"5164","Capsicum rhomboideum (Dunal) Kuntze","MX",1988
"5165","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1999
"5166","Capsicum annuum L.","MX",2002
"5167","Capsicum annuum L.","MX",2005
"5168","Capsicum annuum L.","MX",2005
"5169","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2001
"5170","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2001
"5171","Capsicum rhomboideum (Dunal) Kuntze","MX",1985
"5172","Capsicum annuum L.","MX",1999
"5173","Capsicum annuum L.","MX",2002
"5174","Capsicum rhomboideum (Dunal) Kuntze","MX",1985
"5175","Capsicum annuum L.","CR",1990
"5176","Capsicum ciliatum (Kunth) Kuntze","MX",1986
"5177","Capsicum rhomboideum (Dunal) Kuntze","GT",1997
"5178","Capsicum annuum L.","MX",1998
"5179","Capsicum annuum L.","MX",1997
"5180","Capsicum annuum L.","MX",1997
"5181","Capsicum annuum L.","MX",1997
"5182","Capsicum frutescens L.","MX",1981
"5183","Capsicum annuum var. frutescens (L.) Kuntze","MX",1997
"5184","Capsicum annuum L.","MX",1997
"5185","Capsicum annuum L.","MX",1988
"5186","Capsicum pubescens Ruiz & Pav.","MX",1999
"5187","Capsicum frutescens L.","MX",2002
"5188","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1997
"5189","Capsicum annuum L.","MX",1997
"5190","Capsicum annuum var. annuum","MX",1987
"5191","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",1996
"5192","Capsicum frutescens L.","MX",2002
"5193","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","NI",1980
"5194","Capsicum ciliatum (Kunth) Kuntze","MX",1989
"5195","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",1996
"5196","Capsicum rhomboideum (Dunal) Kuntze","GT",1997
"5197","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","NI",1977
"5198","Capsicum ciliatum (Kunth) Kuntze","MX",1998
"5199","Capsicum rhomboideum (Dunal) Kuntze","GT",1988
"5200","Capsicum lanceolatum (Greenm.) C.V.Morton & Standl.","MX",1986
"5201","Capsicum baccatum L.","MX",1936
"5202","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","NI",1977
"5203","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",1996
"5204","Capsicum annuum L.","MX",1995
"5205","Capsicum annuum var. frutescens (L.) Kuntze","MX",1997
"5206","Capsicum rhomboideum (Dunal) Kuntze","CO",1987
"5207","Capsicum annuum L.","MX",1987
"5208","Capsicum annuum L.","MX",1991
"5209","Capsicum rhomboideum (Dunal) Kuntze","MX",1988
"5210","Capsicum annuum L.","MX",1993
"5211","Capsicum rhomboideum (Dunal) Kuntze","NI",1983
"5212","Capsicum annuum L.","MX",1996
"5213","Capsicum rhomboideum (Dunal) Kuntze","MX",1988
"5214","Capsicum annuum L.","NI",1980
"5215","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1992
"5216","Capsicum annuum L.","MX",1964
"5217","Capsicum annuum L.","MX",1993
"5218","Capsicum annuum L.","MX",1989
"5219","Capsicum L.","MX",1987
"5220","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1996
"5221","Capsicum ciliatum (Kunth) Kuntze","MX",1994
"5222","Capsicum annuum L.","NI",1980
"5223","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","NI",1980
"5224","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","NI",1980
"5225","Capsicum annuum L.","NI",1981
"5226","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1994
"5227","Capsicum ciliatum (Kunth) Kuntze","MX",1994
"5228","Capsicum annuum var. annuum","MX",1993
"5229","Capsicum annuum L.","NI",1981
"5230","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1987
"5231","Capsicum rhomboideum (Dunal) Kuntze","NI",1980
"5232","Capsicum annuum L.","NI",1980
"5233","Capsicum annuum L.","NI",1980
"5234","Capsicum frutescens L.","MX",1981
"5235","Capsicum L.","NI",1980
"5236","Capsicum L.","NI",1980
"5237","Capsicum annuum L.","MX",1986
"5238","Capsicum annuum L.","MX",1990
"5239","Capsicum annuum L.","MX",1987
"5240","Capsicum annuum L.","MX",1986
"5241","Capsicum annuum L.","MX",1990
"5242","Capsicum annuum L.","MX",1993
"5243","Capsicum rhomboideum (Dunal) Kuntze","MX",1987
"5244","Capsicum annuum L.","NI",1980
"5245","Capsicum annuum L.","MX",1989
"5246","Capsicum annuum L.","NI",1983
"5247","Capsicum annuum L.","NI",1980
"5248","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1987
"5249","Capsicum annuum L.","NI",1982
"5250","Capsicum lanceolatum (Greenm.) C.V.Morton & Standl.","MX",1987
"5251","Capsicum rhomboideum (Dunal) Kuntze","NI",1980
"5252","Capsicum annuum L.","NI",1981
"5253","Capsicum annuum L.","MX",1986
"5254","Capsicum annuum L.","MX",1987
"5255","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1986
"5256","Capsicum pubescens Ruiz & Pav.","MX",1984
"5257","Capsicum annuum L.","NI",1981
"5258","Capsicum annuum L.","NI",1984
"5259","Capsicum annuum L.","NI",1978
"5260","Capsicum annuum L.","MX",1982
"5261","Capsicum annuum L.","PA",1982
"5262","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","NI",1977
"5263","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",1985
"5264","Capsicum rhomboideum (Dunal) Kuntze","MX",1984
"5265","Capsicum annuum L.","NI",1983
"5266","Capsicum annuum L.","MX",1985
"5267","Capsicum rhomboideum (Dunal) Kuntze","MX",1984
"5268","Capsicum rhomboideum (Dunal) Kuntze","MX",1982
"5269","Capsicum annuum L.","MX",1983
"5270","Capsicum annuum L.","MX",1968
"5271","Capsicum annuum L.","NI",1977
"5272","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1980
"5273","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","NI",1978
"5274","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1981
"5275","Capsicum annuum L.","MX",1974
"5276","Capsicum annuum L.","MX",1976
"5277","Capsicum annuum L.","MX",1975
"5278","Capsicum annuum L.","MX",1974
"5279","Capsicum annuum L.","MX",1978
"5280","Capsicum annuum L.","MX",1968
"5281","Capsicum frutescens L.","MX",1974
"5282","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",2005
"5283","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2002
"5284","Capsicum L.","MX",2003
"5285","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1988
"5286","Capsicum chinense Jacq.","MX",2005
"5287","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1998
"5288","Capsicum pubescens Ruiz & Pav.","MX",2010
"5289","Capsicum baccatum L.","MX",2010
"5290","Capsicum baccatum L.","MX",2010
"5291","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2008
"5292","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1988
"5293","Capsicum annuum L.","MX",2011
"5294","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1988
"5295","Capsicum frutescens L.","MX",2004
"5296","Capsicum annuum L.","NI",1980
"5297","Capsicum annuum L.","MX",2011
"5298","Capsicum annuum L.","MX",2005
"5299","Capsicum sinense Jacq.","MX",2011
"5300","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",2004
"5301","Capsicum ciliatum (Kunth) Kuntze","MX",1999
"5302","Capsicum rhomboideum (Dunal) Kuntze","MX",1986
"5303","Capsicum frutescens L.","MX",2009
"5304","Capsicum pubescens Ruiz & Pav.","MX",2010
"5305","Capsicum annuum L.","MX",2011
"5306","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2004
"5307","Capsicum annuum L.","MX",1993
"5308","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2007
"5309","Capsicum annuum L.","MX",1997
"5310","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","GT",2000
"5311","Capsicum annuum L.","MX",2008
"5312","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2002
"5313","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2004
"5314","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","HN",2003
"5315","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2005
"5316","Capsicum annuum L.","MX",2005
"5317","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",1997
"5318","Capsicum annuum L.","MX",2002
"5319","Capsicum frutescens L.","GT",2000
"5320","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2004
"5321","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2004
"5322","Capsicum annuum L.","MX",2002
"5323","Capsicum ciliatum (Kunth) Kuntze","MX",2005
"5324","Capsicum rhomboideum (Dunal) Kuntze","MX",1986
"5325","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1991
"5326","Capsicum rhomboideum (Dunal) Kuntze","MX",2002
"5327","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1997
"5328","Capsicum annuum L.","MX",1998
"5329","Capsicum annuum L.","MX",1998
"5330","Capsicum annuum L.","MX",1998
"5331","Capsicum annuum L.","MX",2002
"5332","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1968
"5333","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1998
"5334","Capsicum annuum L.","MX",1997
"5335","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1998
"5336","Capsicum annuum L.","MX",1998
"5337","Capsicum L.","MX",1994
"5338","Capsicum rhomboideum (Dunal) Kuntze","MX",1988
"5339","Capsicum annuum L.","CR",1997
"5340","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1995
"5341","Capsicum annuum L.","HN",1987
"5342","Capsicum annuum L.","MX",1997
"5343","Capsicum annuum L.","MX",1997
"5344","Capsicum annuum L.","MX",1997
"5345","Capsicum frutescens L.","MX",1984
"5346","Capsicum rhomboideum (Dunal) Kuntze","MX",1996
"5347","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1996
"5348","Capsicum annuum L.","MX",1997
"5349","Capsicum annuum L.","MX",1997
"5350","Capsicum annuum L.","MX",1997
"5351","Capsicum annuum L.","NI",1980
"5352","Capsicum annuum L.","NI",1980
"5353","Capsicum frutescens L.","MX",1997
"5354","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1996
"5355","Capsicum annuum var. annuum","MX",1987
"5356","Capsicum rhomboideum (Dunal) Kuntze","MX",1996
"5357","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1981
"5358","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1995
"5359","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1996
"5360","Capsicum annuum L.","MX",1994
"5361","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1997
"5362","Capsicum annuum L.","MX",1980
"5363","Capsicum frutescens L.","MX",1995
"5364","Capsicum ciliatum (Kunth) Kuntze","MX",1984
"5365","Capsicum annuum L.","MX",1994
"5366","Capsicum ciliatum (Kunth) Kuntze","MX",1985
"5367","Capsicum ciliatum (Kunth) Kuntze","MX",1985
"5368","Capsicum rhomboideum (Dunal) Kuntze","NI",1983
"5369","Capsicum frutescens L.","MX",1986
"5370","Capsicum L.","NI",1981
"5371","Capsicum annuum L.","NI",1980
"5372","Capsicum annuum L.","MX",1992
"5373","Capsicum lanceolatum (Greenm.) C.V.Morton & Standl.","MX",1985
"5374","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1984
"5375","Capsicum annuum L.","MX",1985
"5376","Capsicum rhomboideum (Dunal) Kuntze","NI",1983
"5377","Capsicum annuum L.","MX",1988
"5378","Capsicum annuum L.","NI",1980
"5379","Capsicum annuum L.","NI",1980
"5380","Capsicum L.","NI",1980
"5381","Capsicum rhomboideum (Dunal) Kuntze","NI",1983
"5382","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","NI",1983
"5383","Capsicum annuum L.","NI",1980
"5384","Capsicum annuum var. annuum","NI",1980
"5385","Capsicum annuum L.","NI",1980
"5386","Capsicum annuum L.","MX",1990
"5387","Capsicum annuum L.","MX",1988
"5388","Capsicum annuum L.","MX",1988
"5389","Capsicum annuum L.","NI",1980
"5390","Capsicum annuum L.","NI",1980
"5391","Capsicum annuum L.","MX",1984
"5392","Capsicum annuum L.","MX",1990
"5393","Capsicum annuum L.","NI",1980
"5394","Capsicum annuum L.","NI",1980
"5395","Capsicum annuum L.","NI",1981
"5396","Capsicum L.","MX",1987
"5397","Capsicum rhomboideum (Dunal) Kuntze","MX",1988
"5398","Capsicum annuum L.","NI",1981
"5399","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1991
"5400","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1991
"5401","Capsicum frutescens L.","MX",1982
"5402","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1991
"5403","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",1987
"5404","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1988
"5405","Capsicum rhomboideum (Dunal) Kuntze","NI",1979
"5406","Capsicum rhomboideum (Dunal) Kuntze","NI",1983
"5407","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","NI",1983
"5408","Capsicum annuum L.","NI",1981
"5409","Capsicum L.","MX",1984
"5410","Capsicum annuum L.","MX",1988
"5411","Capsicum annuum L.","NI",1978
"5412","Capsicum annuum L.","NI",1983
"5413","Capsicum annuum L.","NI",1982
"5414","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1987
"5415","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1987
"5416","Capsicum rhomboideum (Dunal) Kuntze","MX",1986
"5417","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","NI",1977
"5418","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1980
"5419","Capsicum annuum L.","PA",1982
"5420","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1981
"5421","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1979
"5422","Capsicum annuum L.","MX",1978
"5423","Capsicum frutescens L.","MX",1972
"5424","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1981
"5425","Capsicum annuum L.","NI",1977
"5426","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",1976
"5427","Capsicum annuum L.","MX",1971
"5428","Capsicum baccatum L.","MX",1971
"5429","Capsicum frutescens L.","MX",1957
"5430","Capsicum frutescens L.","MX",1965
"5431","Capsicum pubescens Ruiz & Pav.","MX",1965
"5432","Capsicum annuum var. minimum (Mill.) Heiser","MX",1965
"5433","Capsicum annuum var. minimum (Mill.) Heiser","MX",1967
"5434","Capsicum annuum var. minimum (Mill.) Heiser","MX",1967
"5435","Capsicum rhomboideum (Dunal) Kuntze","EC",2021
"5436","Capsicum annuum L.","IN",2020
"5437","Capsicum rhomboideum (Dunal) Kuntze","EC",2021
"5438","Capsicum annuum L.","US",2021
"5439","Capsicum rhomboideum (Dunal) Kuntze","EC",2021
"5440","Capsicum annuum L.","US",2021
"5441","Capsicum annuum L.","BE",2020
"5442","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1985
"5443","Capsicum annuum L.","MX",1996
"5444","Capsicum pubescens Ruiz & Pav.","MX",1996
"5445","Capsicum annuum L.","MX",1997
"5446","Capsicum annuum var. aviculare (Dierb.) D' Arcy & Eschbaugh","MX",1992
"5447","Capsicum pubescens Ruiz & Pav.","MX",1996
"5448","Capsicum annuum L.","MX",1993
"5449","Capsicum pubescens Ruiz & Pav.","MX",1996
"5450","Capsicum annuum L.","MX",1996
"5451","Capsicum pubescens Ruiz & Pav.","MX",1997
"5452","Capsicum pubescens Ruiz & Pav.","MX",1997
"5453","Capsicum rhomboideum (Dunal) Kuntze","MX",2002
"5454","Capsicum pubescens Ruiz & Pav.","MX",1996
"5455","Capsicum annuum L.","MX",1997
"5456","Capsicum annuum L.","MX",1996
"5457","Capsicum annuum L.","MX",1997
"5458","Capsicum annuum L.","MX",1996
"5459","Capsicum annuum L.","MX",1997
"5460","Capsicum pubescens Ruiz & Pav.","MX",1996
"5461","Capsicum annuum L.","MX",1997
"5462","Capsicum pubescens Ruiz & Pav.","MX",1998
"5463","Capsicum annuum L.","MX",1996
"5464","Capsicum annuum L.","MX",1996
"5465","Capsicum annuum L.","MX",1996
"5466","Capsicum annuum L.","MX",1997
"5467","Capsicum pubescens Ruiz & Pav.","MX",1996
"5468","Capsicum annuum L.","MX",1997
"5469","Capsicum annuum L.","MX",1996
"5470","Capsicum pubescens Ruiz & Pav.","MX",1996
"5471","Capsicum pubescens Ruiz & Pav.","MX",1996
"5472","Capsicum pubescens Ruiz & Pav.","MX",1997
"5473","Capsicum pubescens Ruiz & Pav.","MX",1996
"5474","Capsicum pubescens Ruiz & Pav.","MX",1998
"5475","Capsicum annuum L.","MX",1997
"5476","Capsicum annuum L.","MX",1996
"5477","Capsicum pubescens Ruiz & Pav.","MX",1997
"5478","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1985
"5479","Capsicum annuum L.","MX",1997
"5480","Capsicum annuum L.","MX",1996
"5481","Capsicum annuum L.","MX",1996
"5482","Capsicum annuum L.","MX",1997
"5483","Capsicum rhomboideum (Dunal) Kuntze","MX",1994
"5484","Capsicum annuum L.","MX",1997
"5485","Capsicum annuum L.","MX",1996
"5486","Capsicum annuum L.","MX",1996
"5487","Capsicum annuum L.","MX",1996
"5488","Capsicum annuum L.","MX",1996
"5489","Capsicum annuum L.","MX",1996
"5490","Capsicum annuum L.","MX",1997
"5491","Capsicum annuum L.","MX",1997
"5492","Capsicum annuum L.","MX",1997
"5493","Capsicum annuum L.","MX",1996
"5494","Capsicum annuum L.","MX",1996
"5495","Capsicum annuum L.","MX",1996
"5496","Capsicum annuum L.","MX",1997
"5497","Capsicum annuum L.","MX",1997
"5498","Capsicum pubescens Ruiz & Pav.","MX",1996
"5499","Capsicum annuum L.","MX",1997
"5500","Capsicum pubescens Ruiz & Pav.","MX",1996
"5501","Capsicum annuum L.","MX",1996
"5502","Capsicum pubescens Ruiz & Pav.","MX",1996
"5503","Capsicum annuum L.","MX",1997
"5504","Capsicum annuum L.","MX",1997
"5505","Capsicum annuum L.","MX",1997
"5506","Capsicum annuum L.","MX",1985
"5507","Capsicum annuum L.","MX",1996
"5508","Capsicum annuum L.","MX",1996
"5509","Capsicum annuum L.","MX",1996
"5510","Capsicum pubescens Ruiz & Pav.","MX",1996
"5511","Capsicum annuum L.","MX",2014
"5512","Capsicum annuum L.","MX",2014
"5513","Capsicum annuum L.","MX",2011
"5514","Capsicum annuum L.","MX",2011
"5515","Capsicum annuum L.","MX",2009
"5516","Capsicum annuum L.","MX",2009
"5517","Capsicum annuum L.","GT",2004
"5518","Capsicum annuum L.","GT",2001
"5519","Capsicum annuum L.","GT",2005
"5520","Capsicum annuum L.","GT",1996
"5521","Capsicum annuum L.","GT",2001
"5522","Capsicum L.","GT",2006
"5523","Capsicum pubescens Ruiz & Pav.","GT",1995
"5524","Capsicum lanceolatum (Greenm.) C.V.Morton & Standl.","GT",2016
"5525","Capsicum frutescens L.","GT",2008
"5526","Capsicum annuum L.","GT",1999
"5527","Capsicum annuum L.","GT",1999
"5528","Capsicum annuum L.","GT",1996
"5529","Capsicum annuum L.","GT",2003
"5530","Capsicum annuum L.","GT",2001
"5531","Capsicum annuum L.","GT",1994
"5532","Capsicum annuum L.","GT",1995
"5533","Capsicum annuum L.","GT",1996
"5534","Capsicum annuum L.","GT",1994
"5535","Capsicum annuum L.","GT",1996
"5536","Capsicum annuum var. baccatum (L.) Kuntze","MX",1998
"5537","Capsicum frutescens L.","BO",2021
"5538","Capsicum L.","BO",2021
"5539","Capsicum pubescens Ruiz & Pav.","BO",2021
"5540","Capsicum flexuosum Sendtn.","BR",2021
"5541","Capsicum chacoense Hunz.","AR",2021
"5542","Capsicum chacoense Hunz.","AR",2019
"5543","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","US",2021
"5544","Capsicum annuum L.","PA",2019
"5545","Capsicum annuum L.","MX",2021
"5546","Capsicum pubescens Ruiz & Pav.","MX",2020
"5547","Capsicum annuum L.","ES",2004
"5548","Capsicum annuum L.","ES",2004
"5549","Capsicum annuum L.","ES",2004
"5550","Capsicum annuum L.","ES",2004
"5551","Capsicum annuum L.","ES",2004
"5552","Capsicum annuum L.","ES",2004
"5553","Capsicum annuum L.","ES",2004
"5554","Capsicum annuum L.","PT",2004
"5555","Capsicum chinense Jacq.","SV",2021
"5556","Capsicum L.","NI",1869
"5557","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1991
"5558","Capsicum annuum L.","MX",1964
"5559","Capsicum annuum var. baccatum (L.) Kuntze","MX",1986
"5560","Capsicum annuum L.","MX",1967
"5561","Capsicum annuum L.","MX",1997
"5562","Capsicum annuum L.","MX",1997
"5563","Capsicum annuum L.","MX",1997
"5564","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",1964
"5565","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2009
"5566","Capsicum baccatum L.","MX",1941
"5567","Capsicum annuum L.","MX",1997
"5568","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2002
"5569","Capsicum rhomboideum (Dunal) Kuntze","EC",2021
"5570","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","US",2021
"5571","Capsicum rhomboideum (Dunal) Kuntze","EC",2021
"5572","Capsicum rhomboideum (Dunal) Kuntze","EC",2021
"5573","Capsicum annuum L.","US",2021
"5574","Capsicum pubescens Ruiz & Pav.","PE",2021
"5575","Capsicum annuum L.","PR",2021
"5576","Capsicum annuum L.","CR",2021
"5577","Capsicum chacoense Hunz.","AR",2019
"5578","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2017
"5579","Capsicum annuum L.","PR",2020
"5580","Capsicum annuum L.","MX",2021
"5581","Capsicum annuum L.","IN",2021
"5582","Capsicum annuum L.","MX",2021
"5583","Capsicum lanceolatum (Greenm.) C.V.Morton & Standl.","MX",2014
"5584","Capsicum eshbaughii Barboza","BO",2021
"5585","Capsicum chacoense Hunz.","AR",2021
"5586","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","US",2021
"5587","Capsicum annuum L.","PH",2021
"5588","Capsicum pubescens Ruiz & Pav.","PE",2020
"5589","Capsicum pubescens Ruiz & Pav.","PE",2021
"5590","Capsicum annuum L.","MX",2021
"5591","Capsicum pubescens Ruiz & Pav.","PE",2021
"5592","Capsicum pubescens Ruiz & Pav.","EC",2021
"5593","Capsicum annuum L.","MY",2021
"5594","Capsicum annuum L.","PA",2021
"5595","Capsicum annuum L.","ZA",2021
"5596","Capsicum annuum L.","US",2021
"5597","Capsicum annuum L.","US",2021
"5598","Capsicum annuum L.","MX",2021
"5599","Capsicum annuum L.","US",2021
"5600","Capsicum chacoense Hunz.","AR",2021
"5601","Capsicum annuum L.","PA",2021
"5602","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2020
"5603","Capsicum annuum L.","PA",2021
"5604","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2018
"5605","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2021
"5606","Capsicum annuum L.","PA",2021
"5607","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","MX",2020
"5608","Capsicum annuum L.","MX",2020
"5609","Capsicum annuum L.","US",2021
"5610","Capsicum annuum L.","US",2021
"5611","Capsicum annuum var. glabriusculum (Dunal) Heiser & Pickersgill","US",2021
"5612","Capsicum annuum L.","US",2021
"5613","Capsicum annuum L.","MX",2018
"5614","Capsicum annuum L.","MX",2021
"5615","Capsicum annuum L.","PA",2021
"5616","Capsicum chacoense Hunz.","AR",2019
"5617","Capsicum annuum L.","PA",2021
"5618","Capsicum chinense Jacq.","MX",2021
"5619","Capsicum annuum L.","AU",2021
"5620","Capsicum rhomboideum (Dunal) Kuntze","CO",2021
"5621","Capsicum rhomboideum (Dunal) Kuntze","CO",2021
"5622","Capsicum annuum L.","CO",2014
"5623","Capsicum annuum L.","CO",2015
"5624","Capsicum annuum L.","GB",1989
"5625","Capsicum annuum L.","GB",1970
"5626","Capsicum annuum L.","GB",1984
"5627","Capsicum annuum L.","GB",1985
"5628","Capsicum annuum L.","GB",1970
"5629","Capsicum annuum L.","GB",1985
"5630","Capsicum annuum L.","GB",1997
"5631","Capsicum annuum L.","GB",1997
"5632","Capsicum annuum L.","GB",1985
"5633","Capsicum annuum L.","GB",1989
"5634","Capsicum annuum L.","GB",1986
"5635","Capsicum annuum L.","GB",1985
"5636","Capsicum annuum L.","GB",1985
"5637","Capsicum annuum L.","GB",1989
"5638","Capsicum annuum L.","GB",1983
"5639","Capsicum annuum L.","GB",1967
"5640","Capsicum annuum L.","GB",1982
"5641","Capsicum annuum L.","GB",1965
"5642","Capsicum annuum L.","GB",1987
"5643","Capsicum annuum L.","GB",1979
"5644","Capsicum annuum L.","GB",1983
"5645","Capsicum annuum L.","GB",1984
"5646","Capsicum annuum L.","GB",1979
